No of commenced toilet photo,No of Application verified, No of application Approved, No of application pullback, No of application not verified, No of application pullback,No. of Constructed Toilet Photo through Swachhalaya,ULB,No. of Constructed Toilet Photo	No. of Commenced Toilet Photo,No. of Applications Received,District, No. of Applications Approved having Aadhar No,lambda,State
33,93,93,0,0,10,0,Lamlai (MC),24,Imphal East,206,90,103,Manipur
11,21,20,1,27,0,1,Lamsang (NP),27,Imphal west,54,20,5,Manipur
7,255,255,1,546,0,0,Lilong (Imphal West) (NP),161,Imphal west,802,252,0,Manipur
5,778,275,0,211,0,0,Mayang Imphal (MC),47,Imphal west,1051,273,62,Manipur
13,173,153,1,175,0,0,Nambol (MC),33,Imphal west,356,145,7,Manipur
0,1301,787,0,1,0,0,Samurou (MC),96,Imphal west,1361,787,59,Manipur
9,72,72,0,0,0,0,Sekmai Bazar (NP),24,Imphal west,75,72,3,Manipur
38,1571,1021,1,519,1,56,Thongkhong Laxmi Bazar (MC),956,Imphal west,2145,1021,53,Manipur
33,788,607,0,372,0,0,Wangoi (MC),24,Imphal west,1180,528,20,Manipur
0,0,0,0,0,0,0,Shillong (CB),0,East Khasi Hills,0,0,0,Meghalaya
1,0,0,0,1,0,0,Shillong (MB),0,East Khasi Hills,1,0,0,Meghalaya
1,0,0,0,1,0,0,Jowai (M),0,Jaintia Hills,1,0,0,Meghalaya
0,0,0,0,1,0,0,Nongpoh (TC),0,Ribhoi,1,0,0,Meghalaya
0,0,0,0,1,0,0,Baghmara (MB),0,South Garo Hills,1,0,0,Meghalaya
0,166,6,0,20,0,0,Tura (M),0,west Garo Hills,241,0,55,Meghalaya
0,300,0,0,60,0,0,Kiphire (TC),112,Kiphire,361,0,1,Nagaland
1,0,0,1,339,0,0,Kohima (MC),1,Kohima,340,0,0,Nagaland
0,0,0,0,70,0,0,Tseminyu (TC),0,Kohima,70,0,0,Nagaland
0,0,0,0,660,0,0,Longleng (TC),0,Longleng,660,0,0,Nagaland
0,0,0,0,167,0,0,Changtongya (TC),130,Mokokchung,167,0,0,Nagaland
0,0,0,0,860,0,0,Mokokchung (MC),2,Mokokchung,860,0,0,Nagaland
0,0,0,0,61,0,0,Tuli (TC),0,Mokokchung,61,0,0,Nagaland
0,0,0,0,0,0,0,Aboi,0,Mon,0,0,0,Nagaland
0,230,1,0,334,0,0,Mon (TC),0,Mon,564,0,0,Nagaland
0,0,0,0,2,0,0,Naginimora (TC),0,Mon,2,0,0,Nagaland
0,0,0,0,285,0,0,Jalukie (TC),0,Peren,285,0,0,Nagaland
0,0,0,0,82,0,0,Peren (TC),0,Peren,82,0,0,Nagaland
0,0,0,0,0,0,0,Meluri,0,Phek,0,0,0,Nagaland
1,0,0,0,132,0,0,Pfutsero (TC),2,Phek,132,0,0,Nagaland
3,0,0,0,244,0,0,Phek (TC),17,Phek,244,0,0,Nagaland
0,0,0,0,0,0,0,Noklak,0,Tuensang,0,0,0,Nagaland
0,0,0,0,0,0,0,Shamator,0,Tuensang,0,0,0,Nagaland
0,0,0,0,1654,0,0,Tuensang (TC),0,Tuensang,1654,0,0,Nagaland
0,0,0,0,280,0,0,Wokha (TC),2,Wokha,280,0,0,Nagaland
0,68,68,0,0,0,0,Mahe (M),64,Mahe,69,67,1,Puducherry
0,0,0,0,0,0,0,Kurumbapet (GP),0,Puducherry,0,0,0,Puducherry
2,2593,2564,10,131,0,2,Ozhukarai (M),1013,Puducherry,2874,2544,140,Puducherry
68,1945,1830,0,625,2,0,Puducherry (M),375,Puducherry,2996,1766,424,Puducherry
52,585,584,0,63,0,1,Barnala (M Cl),287,Barnala,1289,447,641,Punjab
0,1,0,0,339,0,2,Bhadaur (M Cl),0,Barnala,340,0,0,Punjab
8,99,99,0,1,0,0,Dhanaula (M Cl),38,Barnala,101,87,1,Punjab
0,325,325,0,0,0,1,Handiaya (NP),274,Barnala,522,233,197,Punjab
1,186,181,1,1,0,0,Tapa (M Cl),157,Barnala,198,170,10,Punjab
0,1328,1328,1,0,1,0,Baalainwali,1330,Bathinda,1331,1317,1,Punjab
1,1509,1509,0,1,240,2,Bathinda (M Corp.),1511,Bathinda,2000,1323,250,Punjab
0,536,536,0,24,0,0,Bhagta Bhai Ka (NP),536,Bathinda,574,532,14,Punjab
0,694,694,0,0,0,0,Bhai Rupa,694,Bathinda,727,692,33,Punjab
0,107,107,0,0,0,1,Bhucho Mandi (M Cl),107,Bathinda,107,107,0,Punjab
0,709,0,1,183,0,0,Chauke,497,Bathinda,898,0,5,Punjab
0,251,250,0,2,3,0,Goniana (M Cl),251,Bathinda,258,247,2,Punjab
0,264,264,0,0,0,0,Kot Fatta (M Cl),264,Bathinda,264,255,0,Punjab
0,540,540,0,0,0,0,Kot Shamir,540,Bathinda,540,539,0,Punjab
0,990,990,0,0,0,0,Kotha Guru,990,Bathinda,990,989,0,Punjab
0,380,380,0,0,0,0,Lehra Mohabbat,379,Bathinda,383,380,3,Punjab
0,310,310,0,3,0,0,Maluka,310,Bathinda,314,306,1,Punjab
1,790,790,0,0,0,0,Mandi Kalan,792,Bathinda,880,790,90,Punjab
23,1272,1253,2,437,0,0,Maur (M Cl),1314,Bathinda,1728,1250,17,Punjab
0,1090,1090,0,0,0,0,Mehraj,1091,Bathinda,1105,1045,15,Punjab
0,640,640,0,0,2,0,Nathana,639,Bathinda,642,624,0,Punjab
0,290,290,0,0,0,0,Raman (M Cl),290,Bathinda,290,34,0,Punjab
2,709,0,0,64,0,0,Rampura (NP),380,Bathinda,773,0,0,Punjab
0,153,153,0,7,2,0,Rampura Phul (M Cl),153,Bathinda,171,144,9,Punjab
0,97,96,0,5,0,2,Sangat (M Cl),93,Bathinda,110,94,8,Punjab
0,559,559,1,0,0,661,Talwandi Sabo (NP),559,Bathinda,581,461,21,Punjab
0,691,691,0,0,0,0,Faridkot (M Cl),692,Faridkot,692,688,1,Punjab
21,1262,1262,0,11,0,1,Jaitu (M Cl),983,Faridkot,1275,1254,2,Punjab
0,1207,0,0,372,0,0,Kot Kapura (M Cl),1262,Faridkot,1580,0,1,Punjab
9,2356,78,1,255,0,4,Abohar (M Cl),596,Fazilka,2630,78,18,Punjab
167,93,93,3,1,332,105,Fazilka (M Cl),93,Fazilka,1052,89,623,Punjab
0,248,248,2,0,1,2,Jalalabad (M Cl),251,Fazilka,321,244,70,Punjab
21,618,617,0,3,0,1,Arniwala Sheikh Subhan,517,Firozpur,626,617,5,Punjab
0,1374,1270,0,56,2,0,Firozpur (M Cl),1270,Firozpur,1435,246,3,Punjab
0,0,0,0,12,0,0,Firozpur Cantt (CB),0,Firozpur,12,0,0,Punjab
0,542,522,1,171,12,4,Guru Har Sahai (M Cl),422,Firozpur,726,518,0,Punjab
0,352,352,0,0,6,0,Makhu (NP),290,Firozpur,370,350,12,Punjab
0,1060,1060,0,0,2,0,Mallanwala Khass (NP),1060,Firozpur,1074,533,12,Punjab
0,204,126,0,2,0,0,Mamdot,127,Firozpur,207,125,1,Punjab
0,375,372,0,45,0,0,Mudki (NP),372,Firozpur,421,366,1,Punjab
0,280,280,0,14,0,0,Talwandi Bhai (M Cl),236,Firozpur,296,252,2,Punjab
0,740,739,0,205,0,0,Zira (M Cl),729,Firozpur,953,656,8,Punjab
3,2049,2049,0,0,0,0,Batala (M Cl),1260,Gurdaspur,2078,2046,29,Punjab
0,120,120,0,10,0,0,Dera Baba Nanak (M Cl),130,Gurdaspur,130,119,0,Punjab
3,336,303,0,21,0,0,Dhariwal (M Cl),90,Gurdaspur,371,302,14,Punjab
103,683,683,0,0,0,0,Dina Nagar (M Cl),377,Gurdaspur,685,666,2,Punjab
6,402,392,0,0,0,0,Fatehgarh Churian (M Cl),272,Gurdaspur,403,316,1,Punjab
0,1204,1204,0,2,0,1,Gurdaspur (M Cl),1200,Gurdaspur,1206,901,0,Punjab
120,1895,1868,0,119,2,41,Pathankot (M Cl),672,Gurdaspur,2018,1454,2,Punjab
0,188,188,0,1,0,0,Qadian (M Cl),104,Gurdaspur,191,187,2,Punjab
0,180,180,1,7,0,114,Sri Hargobindpur (M Cl),180,Gurdaspur,188,177,0,Punjab
2,1213,1213,0,95,0,0,Sujanpur (M Cl),686,Gurdaspur,1413,69,105,Punjab
0,106,84,0,1,0,0,Dasua (M Cl),84,Hoshiarpur,127,83,20,Punjab
10,97,97,0,0,0,1,Gardhiwala (M Cl),76,Hoshiarpur,113,96,16,Punjab
0,89,88,0,34,0,0,Garhshankar (M Cl),81,Hoshiarpur,131,85,8,Punjab
0,174,174,0,0,0,0,Hariana (M Cl),158,Hoshiarpur,209,174,35,Punjab
42,1614,1614,4,0,1,21,Hoshiarpur (M Cl),811,Hoshiarpur,2095,1609,476,Punjab
0,111,111,0,2,0,0,Mahilpur (NP),82,Hoshiarpur,115,110,2,Punjab
23,322,322,0,29,2,0,Mukerian (M Cl),283,Hoshiarpur,356,321,3,Punjab
0,96,96,0,1,2,0,Sham Chaurasi (M Cl),96,Hoshiarpur,99,93,0,Punjab
16,183,181,0,3,0,0,Talwara,86,Hoshiarpur,186,163,0,Punjab
0,56,56,0,2,0,0,Urmar Tanda (M Cl),50,Hoshiarpur,58,56,0,Punjab
0,182,182,0,0,0,0,Adampur (M Cl),144,Jalandhar,223,179,41,Punjab
8,159,159,0,0,0,0,Alawalpur (M Cl),106,Jalandhar,248,159,89,Punjab
2,55,55,0,0,0,0,Bhogpur (NP),51,Jalandhar,75,55,20,Punjab
0,228,0,0,0,0,0,Bilga,0,Jalandhar,240,0,12,Punjab
0,245,245,0,0,0,0,Goraya (NP),243,Jalandhar,245,244,0,Punjab
10,912,912,0,3,1,0,Jalandhar (M Corp.),849,Jalandhar,920,525,4,Punjab
0,0,0,0,0,0,0,Jalandhar Cantt. (CB),0,Jalandhar,0,0,0,Punjab
3,24,24,0,1,2,0,Kartarpur (M Cl),18,Jalandhar,27,24,0,Punjab
17,182,182,0,0,0,0,Lohian Khass (NP),85,Jalandhar,182,182,0,Punjab
0,168,168,0,0,0,0,Mehatpur,166,Jalandhar,181,27,13,Punjab
0,209,209,0,0,0,0,Nakodar (M Cl),208,Jalandhar,209,195,0,Punjab
0,284,278,0,0,0,0,Nurmahal (M Cl),277,Jalandhar,284,278,0,Punjab
0,262,262,0,3,0,0,Phillaur (M Cl),105,Jalandhar,267,261,2,Punjab
0,155,0,0,20,0,0,Shahkot (NP),147,Jalandhar,175,0,0,Punjab
0,55,55,0,0,0,0,Begowal (NP),54,Kapurthala,55,55,0,Punjab
0,55,55,0,0,0,0,Bhulath (NP),53,Kapurthala,67,55,12,Punjab
0,200,200,0,0,55,0,Dhilwan (NP),197,Kapurthala,257,198,2,Punjab
126,653,653,0,1,0,0,Kapurthala (M Cl),130,Kapurthala,654,645,0,Punjab
0,0,0,0,0,1,0,Nadala,0,Kapurthala,1,0,0,Punjab
367,686,662,0,3,3,3,Phagwara (M Cl),279,Kapurthala,706,638,14,Punjab
0,37,37,0,1,0,0,Sultanpur (M Cl),37,Kapurthala,41,35,3,Punjab
0,190,123,0,0,0,0,Doraha (M Cl),128,Ludhiana,192,33,2,Punjab
0,247,246,0,223,0,1,Jagraon (M Cl),189,Ludhiana,470,245,0,Punjab
0,192,189,0,0,0,0,Khanna (M Cl),185,Ludhiana,354,189,162,Punjab
40,9735,9280,1,144,0,0,Ludhiana (M Corp.),8779,Ludhiana,9882,305,2,Punjab
0,0,0,0,186,0,0,Machhiwara (M Cl),180,Ludhiana,186,0,0,Punjab
1,32,32,0,0,1,0,Maloud (NP),30,Ludhiana,35,0,2,Punjab
0,111,111,0,1,0,0,Mullanpur Dakha (NP),75,Ludhiana,657,110,545,Punjab
0,19,12,0,120,0,0,Payal (M Cl),19,Ludhiana,139,7,0,Punjab
0,116,116,0,0,0,0,Raikot (M Cl),101,Ludhiana,139,109,23,Punjab
1,134,134,0,1,0,0,Sahnewal (NP),132,Ludhiana,139,26,4,Punjab
0,394,394,0,1,0,0,Samrala (M Cl),394,Ludhiana,401,316,6,Punjab
0,701,701,1,1,1,0,Bareta (M Cl),703,Mansa,707,189,3,Punjab
6,300,285,0,3,1,0,Bhikhi (NP),283,Mansa,315,247,11,Punjab
94,872,872,1,54,1,0,Boha,783,Mansa,975,241,47,Punjab
0,1560,1061,0,3,0,0,Budhlada (M Cl),1354,Mansa,1573,1043,10,Punjab
18,927,462,0,44,1,0,Joga,944,Mansa,978,370,6,Punjab
0,618,594,0,64,3,0,Mansa (M Cl),607,Mansa,694,197,9,Punjab
89,985,983,0,0,8,1,Sardulgarh (NP),688,Mansa,1075,969,82,Punjab
0,583,583,0,2,0,514,Badhni Kalan (NP),259,Moga,585,583,0,Punjab
0,278,230,0,246,0,101,Bagha Purana (M Cl),104,Moga,558,230,34,Punjab
3,124,124,0,0,0,180,Dharamkot (M Cl),117,Moga,129,110,5,Punjab
0,131,81,0,0,0,0,Fatehgarh Panjtoor,0,Moga,131,81,0,Punjab
87,486,486,1,0,0,0,Kot Ise Khan,381,Moga,488,477,1,Punjab
0,3015,2971,5,187,1,30,Moga (M Cl),2863,Moga,3315,2580,107,Punjab
0,248,248,0,93,0,293,Nihal Singh Wala,233,Moga,372,245,31,Punjab
0,298,298,0,0,0,0,Bariwala (NP),280,Muktsar,300,297,2,Punjab
0,352,352,0,3,3,3,Gidderbaha (M Cl),342,Muktsar,427,345,69,Punjab
0,2182,1552,0,866,0,1,Malout (M Cl),1392,Muktsar,3048,1542,0,Punjab
0,1058,1058,0,0,6,4,Muktsar (M Cl),1058,Muktsar,1065,1049,1,Punjab
0,0,0,0,66,0,0,Narot Jamal Singh,0,Pathankot,66,0,0,Punjab
0,150,150,0,0,0,0,Bhadson (NP),150,Patiala,153,140,3,Punjab
0,253,253,0,8,3,0,Ghagga (NP),252,Patiala,265,249,1,Punjab
0,70,70,0,2,1,0,Ghanaur (NP),70,Patiala,282,69,209,Punjab
0,153,153,0,0,0,0,Nabha (M Cl),147,Patiala,160,82,7,Punjab
238,729,719,0,3,1,0,Patiala (M Corp.),433,Patiala,796,659,63,Punjab
0,409,409,0,1,1,0,Patran (M Cl),409,Patiala,1326,386,915,Punjab
11,279,277,1,115,40,0,Rajpura (M Cl),92,Patiala,1041,120,606,Punjab
0,175,175,0,3,0,0,Samana (M Cl),144,Patiala,297,0,119,Punjab
3,123,123,0,1,0,0,Sanaur (M Cl),104,Patiala,124,2,0,Punjab
0,81,81,1,0,8,0,Anandpur Sahib (M Cl),47,Rupnagar,146,11,56,Punjab
1,225,225,0,0,0,1,Chamkaur Sahib (NP),159,Rupnagar,238,220,13,Punjab
14,455,455,0,0,0,0,Kiratpur Sahib,325,Rupnagar,536,418,81,Punjab
0,329,145,0,0,0,0,Morinda (M Cl),142,Rupnagar,329,0,0,Punjab
46,125,125,0,70,18,0,Nangal (M Cl),29,Rupnagar,220,123,7,Punjab
0,0,0,0,1,0,0,Noorpur Bedi,0,Rupnagar,1,0,0,Punjab
1,488,482,0,1,0,1,Rupnagar (M Cl),470,Rupnagar,630,480,141,Punjab
0,312,312,0,0,0,21,Banur (M Cl),294,S.A.S. Nagar (Mohali),316,312,4,Punjab
0,260,260,0,0,2,194,Dera Bassi (M Cl),260,S.A.S. Nagar (Mohali),264,254,2,Punjab
8,140,140,0,1,0,0,Kharar (M Cl),82,S.A.S. Nagar (Mohali),143,2,2,Punjab
1,340,340,0,5,0,0,Kurali (M Cl),318,S.A.S. Nagar (Mohali),345,334,0,Punjab
0,1107,1060,0,2,117,0,Lalru,922,S.A.S. Nagar (Mohali),1536,1059,310,Punjab
0,71,71,0,0,0,0,Naya Gaon (NP),52,S.A.S. Nagar (Mohali),73,63,2,Punjab
0,68,68,0,1,1,1,S.A.S. Nagar (Mohali) (M Cl),68,S.A.S. Nagar (Mohali),142,66,72,Punjab
0,95,95,0,1,0,0,Zirakpur (M Cl),95,S.A.S. Nagar (Mohali),97,90,1,Punjab
0,383,381,0,2,2,0,Balachaur (M Cl),60,Sahid Bhgat Singh Nagar,399,375,12,Punjab
0,120,119,0,0,0,0,Banga (M Cl),118,Sahid Bhgat Singh Nagar,137,86,17,Punjab
0,194,194,0,0,0,0,Nawanshahr (M Cl),190,Sahid Bhgat Singh Nagar,194,193,0,Punjab
0,244,243,0,11,0,0,Rahon (M Cl),123,Sahid Bhgat Singh Nagar,255,240,0,Punjab
0,130,130,0,0,0,0,Ahmedgarh (M Cl),105,Sangrur,131,47,1,Punjab
0,45,43,0,0,4,0,Amargarh,43,Sangrur,50,43,1,Punjab
0,350,350,0,0,0,0,Bhawanigarh (M Cl),341,Sangrur,350,342,0,Punjab
0,496,485,0,2,0,0,Cheema (NP),375,Sangrur,504,484,6,Punjab
22,196,196,0,37,0,0,Dhuri (M Cl),172,Sangrur,245,190,12,Punjab
16,202,202,1,1,23,0,Dirba (NP),181,Sangrur,275,189,48,Punjab
0,519,519,0,2,0,0,Khanauri (NP),510,Sangrur,522,358,1,Punjab
4,887,887,0,0,0,0,Lehragaga (M Cl),580,Sangrur,895,755,8,Punjab
3,500,500,0,0,0,5,Longowal (M Cl),478,Sangrur,642,396,142,Punjab
1,444,443,1,32,0,0,Malerkotla (M Cl),385,Sangrur,494,441,17,Punjab
1,453,453,0,12,0,1,Moonak (NP),451,Sangrur,511,452,46,Punjab
14,372,372,0,124,0,1,Sangrur (M Cl),304,Sangrur,682,355,186,Punjab
3,380,380,0,119,0,3,Sunam Udham Singh Wala (M Cl),339,Sangrur,598,371,99,Punjab
6,264,264,0,2,0,0,Amloh (M Cl),249,Sirhind Fatehgarh Sahib,266,253,0,Punjab
0,0,0,0,50,27,0,Bassi Pathana (M Cl),12,Sirhind Fatehgarh Sahib,77,0,0,Punjab
0,87,87,0,2,0,0,Gobindgarh (M Cl),87,Sirhind Fatehgarh Sahib,91,87,2,Punjab
0,112,111,0,0,0,0,Khamanon (NP),112,Sirhind Fatehgarh Sahib,112,110,0,Punjab
0,114,68,0,3,215,0,Sirhind Fatehgarh Sahib (M Cl),69,Sirhind Fatehgarh Sahib,332,68,0,Punjab
0,77,77,0,0,0,2,Mangan (NP),73,North District,77,77,0,Sikkim
4,148,148,0,0,0,0,Jorethang (NP),120,South District,149,138,1,Sikkim
0,144,144,0,0,0,0,Namchi (M Cl),130,South District,145,140,1,Sikkim
442,6770,6770,0,5,1616,284,Chennai (M Corp.),5913,Chennai,9220,6181,829,Tamil Nadu
1,116,116,0,0,30,0,Alanthurai (TP),109,Coimbatore,148,68,2,Tamil Nadu
0,675,674,0,0,0,0,Anaimalai (TP),632,Coimbatore,679,646,4,Tamil Nadu
0,357,357,0,0,0,0,Annur (TP),357,Coimbatore,357,337,0,Tamil Nadu
0,695,633,0,59,0,0,Chettipalayam (TP),621,Coimbatore,755,615,1,Tamil Nadu
0,0,0,0,0,0,0,Chinnavedampatti (TP),0,Coimbatore,0,0,0,Tamil Nadu
12,4862,4862,0,45,0,7,Coimbatore (M Corp.),4862,Coimbatore,5044,575,137,Tamil Nadu
0,147,147,0,0,47,0,Dhaliyur (TP),147,Coimbatore,194,144,0,Tamil Nadu
0,464,464,0,0,0,0,Ettimadai (TP),472,Coimbatore,472,263,8,Tamil Nadu
0,0,0,0,0,0,0,Goundampalayam (M),0,Coimbatore,0,0,0,Tamil Nadu
0,169,169,0,0,0,0,Gudalur (TP),129,Coimbatore,169,165,0,Tamil Nadu
0,263,263,0,0,2,0,Idikarai (TP),263,Coimbatore,276,259,11,Tamil Nadu
0,190,190,0,0,0,0,Irugur (TP),190,Coimbatore,190,176,0,Tamil Nadu
0,0,0,0,0,0,0,Kalapatti (TP),0,Coimbatore,0,0,0,Tamil Nadu
1,36,36,0,19,0,0,Kannampalayam (TP),32,Coimbatore,55,34,0,Tamil Nadu
0,122,122,0,0,0,0,Karamadai (TP),122,Coimbatore,123,114,1,Tamil Nadu
0,759,759,0,0,0,0,Karumathampatti (TP),759,Coimbatore,765,382,6,Tamil Nadu
0,123,123,0,1,0,0,Kinathukadavu (TP),122,Coimbatore,128,116,4,Tamil Nadu
5,928,928,1,2,0,0,Kottur (TP),845,Coimbatore,932,911,1,Tamil Nadu
0,0,0,0,0,0,0,Kuniyamuthur (M),0,Coimbatore,0,0,0,Tamil Nadu
0,0,0,0,0,0,0,Kurichi (M),0,Coimbatore,0,0,0,Tamil Nadu
5,1226,1225,0,0,0,0,Madukkarai (TP),1100,Coimbatore,1226,1171,0,Tamil Nadu
1,677,660,0,19,1,0,Mettupalayam (M),660,Coimbatore,715,549,18,Tamil Nadu
1,674,549,0,334,0,0,Mopperipalayam (TP),837,Coimbatore,1019,82,11,Tamil Nadu
0,22,22,0,0,0,0,Narasimhanaicken-palayam (TP),13,Coimbatore,22,19,0,Tamil Nadu
0,59,59,0,0,0,0,Odaiyakulam (TP),59,Coimbatore,59,59,0,Tamil Nadu
0,610,610,0,0,1,0,Othakalmandapam (TP),547,Coimbatore,613,574,2,Tamil Nadu
0,175,175,0,0,0,0,Pallapalayam (TP),175,Coimbatore,175,160,0,Tamil Nadu
0,235,234,0,0,0,0,Periya Negamam (TP),210,Coimbatore,240,233,5,Tamil Nadu
0,526,526,0,0,0,0,Periyanaicken-palayam (TP),526,Coimbatore,526,469,0,Tamil Nadu
0,319,319,0,0,0,0,Perur (TP),293,Coimbatore,319,294,0,Tamil Nadu
11,416,416,0,2,75,0,Pollachi (M),416,Coimbatore,559,60,66,Tamil Nadu
0,305,305,0,264,1,0,Pooluvapatti (TP),305,Coimbatore,571,287,1,Tamil Nadu
0,133,133,0,0,0,0,Samathur (TP),103,Coimbatore,133,131,0,Tamil Nadu
0,0,0,0,0,0,0,Saravanampatti (TP),0,Coimbatore,0,0,0,Tamil Nadu
0,191,177,0,1,0,0,Sarcarsamakulam (TP),168,Coimbatore,193,176,1,Tamil Nadu
0,121,121,0,1,0,0,Sirumugai (TP),121,Coimbatore,168,111,46,Tamil Nadu
0,180,179,0,13,1,0,Suleeswaranpatti (TP),140,Coimbatore,194,175,0,Tamil Nadu
1,171,171,0,16,0,0,Sulur (TP),171,Coimbatore,195,167,8,Tamil Nadu
1,129,127,0,32,1,0,Thenkarai (TP),68,Coimbatore,165,102,3,Tamil Nadu
0,700,700,0,0,0,0,Thirumalayampalayam (TP),708,Coimbatore,708,334,8,Tamil Nadu
0,313,313,0,0,0,0,Thondamuthur (TP),315,Coimbatore,315,307,2,Tamil Nadu
0,0,0,0,0,0,0,Thudiyalur (TP),0,Coimbatore,0,0,0,Tamil Nadu
0,0,0,0,0,0,0,Vadavalli (TP),0,Coimbatore,0,0,0,Tamil Nadu
7,344,342,2,64,49,0,Valparai (M),343,Coimbatore,460,296,1,Tamil Nadu
1,132,132,0,0,0,0,Vedapatti (TP),86,Coimbatore,132,127,0,Tamil Nadu
0,0,0,0,0,0,0,Veerakeralam (TP),0,Coimbatore,0,0,0,Tamil Nadu
3,405,242,0,68,1,0,Veerapandi (TP),229,Coimbatore,475,231,1,Tamil Nadu
0,0,0,0,0,0,0,Vellakinar (TP),0,Coimbatore,0,0,0,Tamil Nadu
0,96,96,0,0,12,0,Vellalur (TP),96,Coimbatore,108,94,0,Tamil Nadu
0,19,19,0,0,0,0,Vettaikaranpudur (TP),19,Coimbatore,19,19,0,Tamil Nadu
8,270,270,0,1,0,0,Zamin Uthukuli (TP),232,Coimbatore,271,270,0,Tamil Nadu
3,1117,1117,0,2,1,0,B.Mallapuram (TP),655,Dharmapuri,1126,597,6,Tamil Nadu
144,780,765,0,8,0,0,Dharmapuri (M),370,Dharmapuri,798,46,10,Tamil Nadu
12,1029,1029,0,0,0,0,Harur (TP),717,Dharmapuri,1101,1026,72,Tamil Nadu
0,687,687,0,0,0,0,Kadathur (TP),680,Dharmapuri,699,686,12,Tamil Nadu
0,1414,1414,0,0,0,0,Kambainallur (TP),1427,Dharmapuri,1427,1410,13,Tamil Nadu
90,682,682,1,0,0,0,Kariamangalam (TP),541,Dharmapuri,687,663,4,Tamil Nadu
0,488,488,0,0,0,0,Marandahalli (TP),489,Dharmapuri,489,481,1,Tamil Nadu
8,614,587,0,0,0,0,Palakkodu (TP),490,Dharmapuri,618,558,4,Tamil Nadu
0,353,353,1,45,5,0,Papparapatti (TP),353,Dharmapuri,418,351,14,Tamil Nadu
0,491,401,0,37,0,0,Pappireddipatti (TP),401,Dharmapuri,769,380,241,Tamil Nadu
13,1190,1190,0,0,0,1,Pennagaram (TP),353,Dharmapuri,1190,1186,0,Tamil Nadu
1,638,638,0,0,0,0,Agaram (TP),610,Dindigul,647,623,9,Tamil Nadu
5,1270,1224,0,17,0,0,Ammainaickanur (TP),1065,Dindigul,1292,1022,5,Tamil Nadu
0,248,248,0,42,1,1,Ayakudi (TP),249,Dindigul,293,241,2,Tamil Nadu
0,1421,1421,0,0,0,0,Ayyalur (TP),903,Dindigul,1421,1418,0,Tamil Nadu
0,295,295,0,0,0,0,Ayyampalayam (TP),295,Dindigul,296,244,1,Tamil Nadu
0,360,360,0,0,0,0,Balasamudram (TP),274,Dindigul,361,358,1,Tamil Nadu
0,168,168,0,0,0,0,Batlagundu (TP),168,Dindigul,172,139,4,Tamil Nadu
0,426,426,0,1,0,0,Chinnalapatti (TP),426,Dindigul,427,426,0,Tamil Nadu
175,3335,2381,0,797,2,0,Dindigul (M),2106,Dindigul,4919,1444,785,Tamil Nadu
0,948,948,0,7,0,0,Eriodu (TP),551,Dindigul,955,318,0,Tamil Nadu
6,897,897,0,2,0,0,Kannivadi (TP),826,Dindigul,900,796,1,Tamil Nadu
2,541,540,0,0,1,0,Keeranur (TP),500,Dindigul,548,538,6,Tamil Nadu
11,835,835,0,3,1,0,Kodaikanal (M),837,Dindigul,1136,115,297,Tamil Nadu
146,93,93,0,171,0,0,Natham (TP),73,Dindigul,264,93,0,Tamil Nadu
2,376,376,0,52,0,0,Neikkarapatti (TP),382,Dindigul,428,375,0,Tamil Nadu
1,549,545,1,3,0,0,Nilakkottai (TP),439,Dindigul,554,536,1,Tamil Nadu
13,552,552,0,101,1,0,Oddanchatram (TP),524,Dindigul,657,504,3,Tamil Nadu
1,469,468,0,0,61,0,Palani (M),462,Dindigul,701,397,171,Tamil Nadu
0,455,442,0,159,1,0,Palayam (TP),327,Dindigul,617,185,2,Tamil Nadu
11,327,318,0,175,0,0,Pannaikadu (TP),268,Dindigul,502,310,0,Tamil Nadu
0,175,162,0,1,0,0,Pattiveeranpatti (TP),162,Dindigul,177,111,1,Tamil Nadu
1,926,926,0,9,0,0,Sevugampatti (TP),589,Dindigul,936,908,1,Tamil Nadu
0,571,571,0,0,0,0,Sithayankottai (TP),571,Dindigul,573,539,2,Tamil Nadu
0,776,776,0,0,0,0,Sriramapuram (TP),567,Dindigul,779,770,3,Tamil Nadu
0,729,727,1,0,0,0,Thadikombu (TP),682,Dindigul,733,721,3,Tamil Nadu
2,1643,1562,0,245,0,1,Vadamadurai (TP),1481,Dindigul,1893,1000,5,Tamil Nadu
0,311,311,0,0,0,0,Vedasandur (TP),287,Dindigul,311,227,0,Tamil Nadu
0,0,0,0,0,0,0,Agastheeswaram (TP),0,Kanniyakumari,0,0,0,Tamil Nadu
0,64,64,0,0,0,0,Alagappapuram (TP),60,Kanniyakumari,93,64,29,Tamil Nadu
0,102,102,0,0,1,0,Alur (TP),63,Kanniyakumari,103,102,0,Tamil Nadu
1,56,56,0,0,0,0,Anjugrammam (TP),50,Kanniyakumari,97,53,41,Tamil Nadu
0,145,144,0,0,1,0,Aralvaimozhi (TP),114,Kanniyakumari,147,144,1,Tamil Nadu
0,0,0,0,0,0,0,Arumanai (TP),0,Kanniyakumari,0,0,0,Tamil Nadu
0,0,0,0,0,0,0,Asaripallam (TP),0,Kanniyakumari,0,0,0,Tamil Nadu
0,91,51,0,0,0,0,Athur (TP),51,Kanniyakumari,98,50,7,Tamil Nadu
